100452,hirek+58,0,1,81,494
104203,dziwniar,442,1,21,539
106525,norbelllo,191,3,31908,248
128346,peter3131,0,0,0,624
128503,jagnie,207,13,124306,214
131247,norweg1,0,2,16163,274
150301,ORANGE+BOY,984,7,33210,246
220181,Paola65,191,207,1827964,111
318984,QMOTERQQRYQ,1220,3,13063,285
357337,Kubaston,191,70,741089,173
363242,Nikolaus,1370,1,4011,345
480690,mski5,0,1,3802,346
514097,Spyro1993,211,4,48416,234
522929,DlaCiebiePanBizal,168,207,2086102,97
546458,Sindbad00,553,1,368,435
583500,pchelka75,155,302,3036811,47
645670,emilkar,0,1,1181,387
650137,AN2403,191,165,1639744,119
703092,CzarnyMoon,168,371,3458327,30
781503,aurtiol,325,1,279,445
822564,oskar124,247,29,257739,195
831798,pluto07,0,1,47,517
875256,iqaz,155,161,1637163,120
927277,bart1313,191,284,2584542,71
959179,mirkos44,1370,1,4214,344
981713,Jokerpn2+x+Sir+Trolu,0,1,89,489
1000430,ppiotr+g,0,0,0,625
1024690,marcin999186,155,132,1477486,134
1074455,Maniekh33,207,8,62194,230
1078121,Damian283,185,8,64076,229
1079223,elgordo,862,1,8796,312
1141560,obex4,0,1,8977,310
1191557,5klasa,1200,1,265,449
1198980,kamilyes,207,1,9718,300
1259731,GokuPLPL,185,60,629082,175
1300712,janwi,0,1,359,437
1304915,Hasyp,0,1,309,442
1309140,tuptuszolwik,185,101,925882,164
1320797,metbek,1023,106,993759,158
1371998,pyari,0,1,576,418
1459020,LopezKing01,169,1,72,500
1461576,darek0455,0,1,6334,326
1498998,ASYSTORIA,0,1,263,450
1511879,Pawwe,191,80,914614,166
1536688,grunwald45,0,1,1539,380
1618481,markopolo19,168,95,930952,163
1697844,daniolko,185,101,1011486,157
1724056,gornik93,0,1,2672,360
1747876,atemi900,998,1,42,521
1794395,GrzelinZWA,191,2,19962,262
1862276,Adamiex,366,1,1415,383
1895081,Najemnik+full+light,0,1,2541,362
1987715,pono19g,185,4,44684,236
1987868,zdzichu295,0,1,21,540
2028575,Damo514,168,139,1283044,141
2038026,Pabaa,169,1,21,541
2162471,Tombar76,0,1,993,391
2177410,plazmi,0,1,2058,375
2244154,Vonfara,170,267,2610526,68
2268889,dj.B.M.P.,341,3,25754,255
2309595,ChrystianoRonaldo,155,518,5549117,4
2345447,slawomirec,0,1,1223,386
2357077,rpebys,259,2,9384,306
2362058,Sir+Lewan,0,0,0,626
2371686,macing+III,0,1,21,542
2392350,Nikt08,1330,33,222632,203
2426019,riki30.1976,0,1,379,433
2483601,MatiMK10,0,1,21,543
2502230,MarcinBRzeznik,1124,1,367,436
2516493,Afrodyta29,191,105,1024416,154
2569868,LOLA1982,0,1,73,499
2571407,Legion+15,477,1,186,464
2581312,mefisto75+x+Rokush,170,274,2897407,56
2618951,hulk84,168,203,1930929,102
2719651,kriscros,159,2,17586,271
2730335,niki63,185,12,82500,224
2764337,Stefal-S22,0,1,105,482
2788981,damian1088,191,1,7451,322
2803439,czarnuch938,185,1,9637,301
2836703,psychomis,0,1,21,544
2837080,LadyVv,53,1,2380,368
2842022,Doktor+House,170,355,3747174,22
2889509,skrzat17,168,245,2839772,58
2925555,GreatKhaliS,996,1,21,545
2994523,%C5%9Amieszek,207,122,1274290,142
3012048,walus1916,0,0,0,627
3097546,Wretched+Egg+x+Redcclise,168,376,3337576,33
3139819,ponicki,0,10,105631,218
3157022,momomisiek,186,1,5820,331
3176816,Kami+x+Ojoj,169,1,39,526
3201528,alb3rc1k.wrona,159,4,25288,257
3282239,banita65,169,0,0,628
3352124,Spirx+i+VonDee,0,0,0,629
3400823,BulaLdz+i+Rudej,185,116,1086737,153
3440896,Ari93,185,1,9614,302
3476708,luk77asz,1364,1,4277,342
3478783,vidmoo,160,44,18419,270
3488204,Take+M3+Easy+x+Mebos,168,113,1134495,152
3506497,Jaro815,1200,15,73555,227
3512280,Mato%C5%82ek222,185,49,486215,183
3518623,Deyna10,185,2,7601,319
3541308,Zimson.,155,318,3202127,39
3582856,pilka6969,0,1,21,546
3612932,Gamon+Wielki,0,1,257,452
3615521,blablacz,0,1,21,547
3719954,Lord+Ob,0,1,88,490
3730937,asiv+x+MRCOREN,207,93,916313,165
3947788,piowersklep,0,0,0,630
3973432,piotrus507,995,1,3393,351
3983220,SierGiej95,170,214,2153100,92
5978020,PlanBee,207,10,94718,221
5989306,HENRYK321,0,1,204,459
6071567,Petro180,53,1,584,417
6077576,AsumaSensei,170,215,2108103,96
6083448,rafalzak,0,1,638,412
6111938,krzysztof+wspania%C5%82y,0,1,319,441
6114771,%C5%81ukasz+98,155,350,3359699,32
6121024,topolskia,863,0,0,631
6127167,morys1992,1345,1,75,497
6144742,anita1553,0,0,0,632
6145316,zabario1,1345,0,0,633
6151359,Rycerz+%C5%81yx,155,183,1862241,110
